date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:50:15	4087/4087	---MCZ	200	added ('OK')	text/css	etag:W/%22ff7-6a44d563-2b51c2;br%22	https://thethaiger.com/wp-content/cache/min/1782895967/themes/jannah-child/style.css	thethaiger.com/wp-content/cache/min/1782895967/themes/jannah-child/style.css	(from https://thethaiger.com/thai-lottery)
17:50:15	232614/232614	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Jul%202026%2012:20:15%20GMT	https://thethaiger.com/css/fontawesome.css	thethaiger.com/css/fontawesome.css	(from https://thethaiger.com/thai-lottery)
17:50:15	87696/87696	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215690-6a44d563-2b51c9;br%22	https://thethaiger.com/wp-content/cache/min/1782895967/wp-includes/js/jquery/jquery.min.js	thethaiger.com/wp-content/cache/min/1782895967/wp-includes/js/jquery/jquery.min.js	(from https://thethaiger.com/thai-lottery)
17:50:15	13727/13727	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22359f-6a44d564-2b51d8;br%22	https://thethaiger.com/wp-content/cache/min/1782895967/wp-includes/js/jquery/jquery-migrate.min.js	thethaiger.com/wp-content/cache/min/1782895967/wp-includes/js/jquery/jquery-migrate.min.js	(from https://thethaiger.com/thai-lottery)
17:50:16	55139/55139	---M--	200	added ('OK')	image/jpeg	etag:%22d763-6788d657-c42d7f;;;%22	https://thethaiger.com/wp-content/uploads/2025/01/thai-lotto-crop.jpg	thethaiger.com/wp-content/uploads/2025/01/thai-lotto-crop.jpg	(from https://thethaiger.com/thai-lottery)
17:50:16	2398/2398	---M--	200	added ('OK')	image/png	etag:%22a61-5cc612c1-cb8c4;;;%22	https://thethaiger.com/wp-content/uploads/2018/03/thaiger-t-logo.png	thethaiger.com/wp-content/uploads/2018/03/thaiger-t-logo.png	(from https://thethaiger.com/thai-lottery)
17:50:16	1344/1344	---MCZ	200	added ('OK')	text/css	etag:W/%22540-6a44d563-2b51c3;br%22	https://thethaiger.com/wp-content/cache/min/1782895967/fonts-0bf38677e207d5489b92effce7d315cb.min.css	thethaiger.com/wp-content/cache/min/1782895967/fonts-0bf38677e207d5489b92effce7d315cb.min.css	(from https://thethaiger.com/thai-lottery)
17:50:17	115941/115941	---M-Z	200	added ('OK')	application/rss+xml	etag:%2275088a1b30d9725849c73e671634d3dd%22	https://thethaiger.com/feed	thethaiger.com/feed	(from https://thethaiger.com/thai-lottery)
17:50:17	802/802	---M-Z	200	added ('OK')	application/rss+xml	etag:%2275088a1b30d9725849c73e671634d3dd%22	https://thethaiger.com/comments/feed	thethaiger.com/comments/feed	(from https://thethaiger.com/thai-lottery)
17:50:17	3531/3531	---M--	200	added ('OK')	image/png	etag:%221072-63b777ab-c9568;;;%22	https://thethaiger.com/wp-content/uploads/2018/03/thaiger-t-logo-80x80.png	thethaiger.com/wp-content/uploads/2018/03/thaiger-t-logo-80x80.png	(from https://thethaiger.com/thai-lottery)
17:50:18	540/540	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2221c-6a44d564-2b51db;br%22	https://thethaiger.com/wp-content/cache/min/1782895967/plugins/seo-automated-link-building/js/seo-automated-link-building.js	thethaiger.com/wp-content/cache/min/1782895967/plugins/seo-automated-link-building/js/seo-automated-link-building.js	(from https://thethaiger.com/thai-lottery)
17:50:18	51665/51665	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22c9d1-6a44d564-2b51dc;br%22	https://thethaiger.com/wp-content/cache/min/1782895967/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.js	thethaiger.com/wp-content/cache/min/1782895967/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.js	(from https://thethaiger.com/thai-lottery)
17:50:18	71022/71022	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221156e-6a44d564-2b51dd;br%22	https://thethaiger.com/wp-content/cache/min/1782895967/plugins/wp-user-avatar/assets/select2/select2.min.js	thethaiger.com/wp-content/cache/min/1782895967/plugins/wp-user-avatar/assets/select2/select2.min.js	(from https://thethaiger.com/thai-lottery)
17:50:18	41216/41216	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22a100-6a44d564-2b51e1;br%22	https://thethaiger.com/wp-content/cache/min/1782895967/plugins/widget-google-reviews/assets/js/public-main.js	thethaiger.com/wp-content/cache/min/1782895967/plugins/widget-google-reviews/assets/js/public-main.js	(from https://thethaiger.com/thai-lottery)
17:50:18	547/547	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22223-677cac1d-2b7463;br%22	https://thethaiger.com/wp-content/themes/jannah-child/js/taboola.js	thethaiger.com/wp-content/themes/jannah-child/js/taboola.js	(from https://thethaiger.com/thai-lottery)
17:50:19	1459/1459	---M--	200	added ('OK')	image/png	etag:%226f9-646ed244-a635ea;;;%22	https://thethaiger.com/wp-content/uploads/2023/05/tg_flag-sprites-4-new.png	thethaiger.com/wp-content/uploads/2023/05/tg_flag-sprites-4-new.png	(from https://thethaiger.com/thai-lottery)
17:50:21	337743/337743	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:20%20GMT	https://thethaiger.com/news/national/thai-football-commentator-gambling-promotion-arrest	thethaiger.com/news/national/thai-football-commentator-gambling-promotion-arrest.html	(from https://thethaiger.com/thai-lottery)
17:50:22	245552/245552	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:20%20GMT	https://thethaiger.com/subscriptions	thethaiger.com/subscriptions.html	(from https://thethaiger.com/thai-lottery)
17:50:22	349991/349991	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:22%20GMT	https://thethaiger.com/video-podcasts/thailand-video-news-07-07-2026	thethaiger.com/video-podcasts/thailand-video-news-07-07-2026.html	(from https://thethaiger.com/thai-lottery)
17:50:22	340457/340457	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:22%20GMT	https://thethaiger.com/news/central-thailand/thai-taxi-driver-loses-vision-after-assault-by-myanmar-passengers	thethaiger.com/news/central-thailand/thai-taxi-driver-loses-vision-after-assault-by-myanmar-passengers.html	(from https://thethaiger.com/thai-lottery)
17:50:23	336534/336534	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:23%20GMT	https://thethaiger.com/news/chiang-mai/chiang-mai-rental-room-rubbish-tenants	thethaiger.com/news/chiang-mai/chiang-mai-rental-room-rubbish-tenants.html	(from https://thethaiger.com/thai-lottery)
17:50:23	341565/341565	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:23%20GMT	https://thethaiger.com/news/south/disabled-cat-missing-during-train-trip-from-yala-to-bangkok	thethaiger.com/news/south/disabled-cat-missing-during-train-trip-from-yala-to-bangkok.html	(from https://thethaiger.com/thai-lottery)
17:50:24	337062/337062	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:23%20GMT	https://thethaiger.com/hot-news/transport/m82-motorway-free-trial-august	thethaiger.com/hot-news/transport/m82-motorway-free-trial-august.html	(from https://thethaiger.com/thai-lottery)
17:50:24	355454/355454	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:24%20GMT	https://thethaiger.com/guides/best-of/lifestyle/central-x-rajadamnern-stadium-bag	thethaiger.com/guides/best-of/lifestyle/central-x-rajadamnern-stadium-bag.html	(from https://thethaiger.com/thai-lottery)
17:50:24	334017/334017	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:24%20GMT	https://thethaiger.com/news/national/hong-kong-arrests-japanese-cannabis-bangkok	thethaiger.com/news/national/hong-kong-arrests-japanese-cannabis-bangkok.html	(from https://thethaiger.com/thai-lottery)
17:50:24	340744/340744	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:25%20GMT	https://thethaiger.com/news/bangkok/laotian-driver-accuses-bangkok-police-of-issuing-unfair-fine	thethaiger.com/news/bangkok/laotian-driver-accuses-bangkok-police-of-issuing-unfair-fine.html	(from https://thethaiger.com/thai-lottery)
17:50:25	8939/8939	---M--	200	added ('OK')	image/png	etag:%222b71-614c994a-1d4d622;;;%22	https://thethaiger.com/wp-content/uploads/2021/09/tg-logo-hr-420-wh-tr-1.png	thethaiger.com/wp-content/uploads/2021/09/tg-logo-hr-420-wh-tr-1.png	(from https://thethaiger.com/thai-lottery)
17:50:25	4352/4352	---M--	200	added ('OK')	image/png	etag:%22150f-614c9946-1d4d606;;;%22	https://thethaiger.com/wp-content/uploads/2021/09/tg-logo-hr-210-wh-tr-1.png	thethaiger.com/wp-content/uploads/2021/09/tg-logo-hr-210-wh-tr-1.png	(from https://thethaiger.com/thai-lottery)
17:50:25	359631/359631	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:25%20GMT	https://thethaiger.com/travel/thailand-travel/korat-vs-khon-kaen-isaan	thethaiger.com/travel/thailand-travel/korat-vs-khon-kaen-isaan.html	(from https://thethaiger.com/thai-lottery)
17:50:26	423910/423910	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:26%20GMT	https://thethaiger.com/	thethaiger.com/index.html	(from https://thethaiger.com/thai-lottery)
17:50:26	391911/391911	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:26%20GMT	https://thethaiger.com/th/	thethaiger.com/th/index.html	(from https://thethaiger.com/thai-lottery)
17:50:26	428411/428411	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:26%20GMT	https://thethaiger.com/news	thethaiger.com/news.html	(from https://thethaiger.com/thai-lottery)
17:50:28	430804/430804	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:28%20GMT	https://thethaiger.com/news/national	thethaiger.com/news/national.html	(from https://thethaiger.com/thai-lottery)
17:50:29	419115/419115	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:29%20GMT	https://thethaiger.com/news/phuket	thethaiger.com/news/phuket.html	(from https://thethaiger.com/thai-lottery)
17:50:29	418874/418874	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:28%20GMT	https://thethaiger.com/news/bangkok	thethaiger.com/news/bangkok.html	(from https://thethaiger.com/thai-lottery)
17:50:29	424175/424175	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:30%20GMT	https://thethaiger.com/news/chiang-mai	thethaiger.com/news/chiang-mai.html	(from https://thethaiger.com/thai-lottery)
17:50:30	419635/419635	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:29%20GMT	https://thethaiger.com/news/pattaya	thethaiger.com/news/pattaya.html	(from https://thethaiger.com/thai-lottery)
17:50:30	407894/407894	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:30%20GMT	https://thethaiger.com/news/hua-hin	thethaiger.com/news/hua-hin.html	(from https://thethaiger.com/thai-lottery)
17:50:30	410845/410845	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:30%20GMT	https://thethaiger.com/news/samui	thethaiger.com/news/samui.html	(from https://thethaiger.com/thai-lottery)
17:50:31	412914/412914	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:31%20GMT	https://thethaiger.com/news/krabi	thethaiger.com/news/krabi.html	(from https://thethaiger.com/thai-lottery)
17:50:31	426927/426927	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:31%20GMT	https://thethaiger.com/news/northern-thailand	thethaiger.com/news/northern-thailand.html	(from https://thethaiger.com/thai-lottery)
17:50:32	423899/423899	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:31%20GMT	https://thethaiger.com/news/south	thethaiger.com/news/south.html	(from https://thethaiger.com/thai-lottery)
17:50:32	428937/428937	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:32%20GMT	https://thethaiger.com/news/central-thailand	thethaiger.com/news/central-thailand.html	(from https://thethaiger.com/thai-lottery)
17:50:33	425932/425932	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:33%20GMT	https://thethaiger.com/news/eastern-thailand	thethaiger.com/news/eastern-thailand.html	(from https://thethaiger.com/thai-lottery)
17:50:33	423546/423546	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:33%20GMT	https://thethaiger.com/hot-news	thethaiger.com/hot-news.html	(from https://thethaiger.com/thai-lottery)
17:50:33	426092/426092	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:33%20GMT	https://thethaiger.com/hot-news/crime	thethaiger.com/hot-news/crime.html	(from https://thethaiger.com/thai-lottery)
17:50:34	426991/426991	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:34%20GMT	https://thethaiger.com/hot-news/politics	thethaiger.com/hot-news/politics.html	(from https://thethaiger.com/thai-lottery)
17:50:34	406613/406613	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:34%20GMT	https://thethaiger.com/hot-news/economy	thethaiger.com/hot-news/economy.html	(from https://thethaiger.com/thai-lottery)
17:50:34	419388/419388	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:34%20GMT	https://thethaiger.com/hot-news/tourism	thethaiger.com/hot-news/tourism.html	(from https://thethaiger.com/thai-lottery)
17:50:35	404855/404855	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:35%20GMT	https://thethaiger.com/news/business	thethaiger.com/news/business.html	(from https://thethaiger.com/thai-lottery)
17:50:35	406601/406601	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:35%20GMT	https://thethaiger.com/hot-news/cannabis_news	thethaiger.com/hot-news/cannabis_news.html	(from https://thethaiger.com/thai-lottery)
17:50:35	417255/417255	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:35%20GMT	https://thethaiger.com/news/world	thethaiger.com/news/world.html	(from https://thethaiger.com/thai-lottery)
17:50:36	408825/408825	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:36%20GMT	https://thethaiger.com/news/world/china	thethaiger.com/news/world/china.html	(from https://thethaiger.com/thai-lottery)
17:50:36	407118/407118	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:36%20GMT	https://thethaiger.com/hot-news/environment	thethaiger.com/hot-news/environment.html	(from https://thethaiger.com/thai-lottery)
17:50:37	421353/421353	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:37%20GMT	https://thethaiger.com/hot-news/road-deaths	thethaiger.com/hot-news/road-deaths.html	(from https://thethaiger.com/thai-lottery)
17:50:37	407984/407984	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:37%20GMT	https://thethaiger.com/hot-news/transport	thethaiger.com/hot-news/transport.html	(from https://thethaiger.com/thai-lottery)
17:50:38	391454/391454	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:38%20GMT	https://thethaiger.com/hot-news/elections	thethaiger.com/hot-news/elections.html	(from https://thethaiger.com/thai-lottery)
17:50:38	390837/390837	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:38%20GMT	https://thethaiger.com/hot-news/protests	thethaiger.com/hot-news/protests.html	(from https://thethaiger.com/thai-lottery)
17:50:38	409927/409927	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:38%20GMT	https://thethaiger.com/law	thethaiger.com/law.html	(from https://thethaiger.com/thai-lottery)
17:50:39	406281/406281	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:39%20GMT	https://thethaiger.com/hot-news/technology	thethaiger.com/hot-news/technology.html	(from https://thethaiger.com/thai-lottery)
17:50:39	398029/398029	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:39%20GMT	https://thethaiger.com/hot-news/songkran	thethaiger.com/hot-news/songkran.html	(from https://thethaiger.com/thai-lottery)
17:50:40	393396/393396	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:40%20GMT	https://thethaiger.com/coronavirus	thethaiger.com/coronavirus.html	(from https://thethaiger.com/thai-lottery)
17:50:40	395442/395442	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:40%20GMT	https://thethaiger.com/news/opinion	thethaiger.com/news/opinion.html	(from https://thethaiger.com/thai-lottery)
17:50:40	398931/398931	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:41%20GMT	https://thethaiger.com/sponsored	thethaiger.com/sponsored.html	(from https://thethaiger.com/thai-lottery)
17:50:41	398085/398085	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:41%20GMT	https://thethaiger.com/guides/press-room	thethaiger.com/guides/press-room.html	(from https://thethaiger.com/thai-lottery)
17:50:41	374216/374216	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:41%20GMT	https://thethaiger.com/video-podcasts	thethaiger.com/video-podcasts.html	(from https://thethaiger.com/thai-lottery)
17:50:42	396318/396318	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:42%20GMT	https://thethaiger.com/hot-news/weather	thethaiger.com/hot-news/weather.html	(from https://thethaiger.com/thai-lottery)
17:50:42	410038/410038	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:42%20GMT	https://thethaiger.com/guides	thethaiger.com/guides.html	(from https://thethaiger.com/thai-lottery)
17:50:49	415548/415548	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Jul%202026%2012:20:43%20GMT	https://thethaiger.com/travel/thailand-travel	thethaiger.com/travel/thailand-travel.html	(from https://thethaiger.com/thai-lottery)
